method,episode_id,seed,first_status,first_observed_progress,selected_second_skill,final_accepted,harmful_selection,second_attempt,total_environment_steps
always_repeat,148,3647,ACCEPTED,0.17889693171124815,STOP,True,False,False,715
always_switch,148,3647,ACCEPTED,0.17889693171124815,STOP,True,False,False,715
frozen_status_rule,148,3647,ACCEPTED,0.17889693171124815,STOP,True,False,False,715
zero_progress_rule,148,3647,ACCEPTED,0.17889693171124815,STOP,True,False,False,715
oracle_second,148,3647,ACCEPTED,0.17889693171124815,STOP,True,False,False,715
single_retry,149,3648,REJECTED,-0.1280281526673706,STOP,False,False,False,1064
always_repeat,149,3648,REJECTED,-0.1280281526673706,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1214
always_switch,149,3648,REJECTED,-0.1280281526673706,BOUNDED_PLANAR_COMPENSATION,False,True,True,1564
frozen_status_rule,149,3648,REJECTED,-0.1280281526673706,BOUNDED_PLANAR_COMPENSATION,False,True,True,1564
zero_progress_rule,149,3648,REJECTED,-0.1280281526673706,BOUNDED_PLANAR_COMPENSATION,False,True,True,1564
oracle_second,149,3648,REJECTED,-0.1280281526673706,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1214
single_retry,151,3650,ACCEPTED,0.5717871983543407,STOP,True,False,False,734
always_repeat,151,3650,ACCEPTED,0.5717871983543407,STOP,True,False,False,734
always_switch,151,3650,ACCEPTED,0.5717871983543407,STOP,True,False,False,734
frozen_status_rule,151,3650,ACCEPTED,0.5717871983543407,STOP,True,False,False,734
zero_progress_rule,151,3650,ACCEPTED,0.5717871983543407,STOP,True,False,False,734
oracle_second,151,3650,ACCEPTED,0.5717871983543407,STOP,True,False,False,734
single_retry,157,3656,INCONCLUSIVE,0.05506922222939342,STOP,False,False,False,1064
always_repeat,157,3656,INCONCLUSIVE,0.05506922222939342,INDEPENDENT_STOCHASTIC_RETRY,False,False,True,1564
always_switch,157,3656,INCONCLUSIVE,0.05506922222939342,BOUNDED_PLANAR_COMPENSATION,False,False,True,1564
frozen_status_rule,157,3656,INCONCLUSIVE,0.05506922222939342,INDEPENDENT_STOCHASTIC_RETRY,False,False,True,1564
zero_progress_rule,157,3656,INCONCLUSIVE,0.05506922222939342,INDEPENDENT_STOCHASTIC_RETRY,False,False,True,1564
oracle_second,157,3656,INCONCLUSIVE,0.05506922222939342,BOUNDED_PLANAR_COMPENSATION,False,False,True,1564
single_retry,159,3658,ACCEPTED,0.09609109345023852,STOP,True,False,False,663
always_repeat,159,3658,ACCEPTED,0.09609109345023852,STOP,True,False,False,663
always_switch,159,3658,ACCEPTED,0.09609109345023852,STOP,True,False,False,663
frozen_status_rule,159,3658,ACCEPTED,0.09609109345023852,STOP,True,False,False,663
zero_progress_rule,159,3658,ACCEPTED,0.09609109345023852,STOP,True,False,False,663
oracle_second,159,3658,ACCEPTED,0.09609109345023852,STOP,True,False,False,663
single_retry,160,3659,ACCEPTED,0.03398845641071926,STOP,True,False,False,698
always_repeat,160,3659,ACCEPTED,0.03398845641071926,STOP,True,False,False,698
always_switch,160,3659,ACCEPTED,0.03398845641071926,STOP,True,False,False,698
frozen_status_rule,160,3659,ACCEPTED,0.03398845641071926,STOP,True,False,False,698
zero_progress_rule,160,3659,ACCEPTED,0.03398845641071926,STOP,True,False,False,698
oracle_second,160,3659,ACCEPTED,0.03398845641071926,STOP,True,False,False,698
single_retry,161,3660,ACCEPTED,0.11297259058503789,STOP,True,False,False,710
always_repeat,161,3660,ACCEPTED,0.11297259058503789,STOP,True,False,False,710
always_switch,161,3660,ACCEPTED,0.11297259058503789,STOP,True,False,False,710
frozen_status_rule,161,3660,ACCEPTED,0.11297259058503789,STOP,True,False,False,710
zero_progress_rule,161,3660,ACCEPTED,0.11297259058503789,STOP,True,False,False,710
oracle_second,161,3660,ACCEPTED,0.11297259058503789,STOP,True,False,False,710
single_retry,162,3661,REJECTED,-0.05168352639038115,STOP,False,False,False,1064
always_repeat,162,3661,REJECTED,-0.05168352639038115,INDEPENDENT_STOCHASTIC_RETRY,False,True,True,1564
always_switch,162,3661,REJECTED,-0.05168352639038115,BOUNDED_PLANAR_COMPENSATION,True,False,True,1158
frozen_status_rule,162,3661,REJECTED,-0.05168352639038115,BOUNDED_PLANAR_COMPENSATION,True,False,True,1158
zero_progress_rule,162,3661,REJECTED,-0.05168352639038115,BOUNDED_PLANAR_COMPENSATION,True,False,True,1158
oracle_second,162,3661,REJECTED,-0.05168352639038115,BOUNDED_PLANAR_COMPENSATION,True,False,True,1158
single_retry,165,3664,REJECTED,-0.007265775867441648,STOP,False,False,False,1064
always_repeat,165,3664,REJECTED,-0.007265775867441648,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1214
always_switch,165,3664,REJECTED,-0.007265775867441648,BOUNDED_PLANAR_COMPENSATION,False,True,True,1564
frozen_status_rule,165,3664,REJECTED,-0.007265775867441648,BOUNDED_PLANAR_COMPENSATION,False,True,True,1564
zero_progress_rule,165,3664,REJECTED,-0.007265775867441648,BOUNDED_PLANAR_COMPENSATION,False,True,True,1564
oracle_second,165,3664,REJECTED,-0.007265775867441648,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1214
single_retry,166,3665,ACCEPTED,0.17492402630002976,STOP,True,False,False,649
always_repeat,166,3665,ACCEPTED,0.17492402630002976,STOP,True,False,False,649
always_switch,166,3665,ACCEPTED,0.17492402630002976,STOP,True,False,False,649
frozen_status_rule,166,3665,ACCEPTED,0.17492402630002976,STOP,True,False,False,649
zero_progress_rule,166,3665,ACCEPTED,0.17492402630002976,STOP,True,False,False,649
oracle_second,166,3665,ACCEPTED,0.17492402630002976,STOP,True,False,False,649
single_retry,171,3670,REJECTED,-0.04822033852758201,STOP,False,False,False,1064
always_repeat,171,3670,REJECTED,-0.04822033852758201,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1198
always_switch,171,3670,REJECTED,-0.04822033852758201,BOUNDED_PLANAR_COMPENSATION,True,False,True,1204
frozen_status_rule,171,3670,REJECTED,-0.04822033852758201,BOUNDED_PLANAR_COMPENSATION,True,False,True,1204
zero_progress_rule,171,3670,REJECTED,-0.04822033852758201,BOUNDED_PLANAR_COMPENSATION,True,False,True,1204
oracle_second,171,3670,REJECTED,-0.04822033852758201,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1198
single_retry,173,3672,ACCEPTED,0.3559477526524238,STOP,True,False,False,862
always_repeat,173,3672,ACCEPTED,0.3559477526524238,STOP,True,False,False,862
always_switch,173,3672,ACCEPTED,0.3559477526524238,STOP,True,False,False,862
frozen_status_rule,173,3672,ACCEPTED,0.3559477526524238,STOP,True,False,False,862
zero_progress_rule,173,3672,ACCEPTED,0.3559477526524238,STOP,True,False,False,862
oracle_second,173,3672,ACCEPTED,0.3559477526524238,STOP,True,False,False,862
single_retry,174,3673,INCONCLUSIVE,0.009348522957196848,STOP,False,False,False,1064
always_repeat,174,3673,INCONCLUSIVE,0.009348522957196848,INDEPENDENT_STOCHASTIC_RETRY,False,True,True,1564
always_switch,174,3673,INCONCLUSIVE,0.009348522957196848,BOUNDED_PLANAR_COMPENSATION,True,False,True,1562
frozen_status_rule,174,3673,INCONCLUSIVE,0.009348522957196848,INDEPENDENT_STOCHASTIC_RETRY,False,True,True,1564
zero_progress_rule,174,3673,INCONCLUSIVE,0.009348522957196848,INDEPENDENT_STOCHASTIC_RETRY,False,True,True,1564
oracle_second,174,3673,INCONCLUSIVE,0.009348522957196848,BOUNDED_PLANAR_COMPENSATION,True,False,True,1562
single_retry,180,3679,ACCEPTED,0.31728074845677895,STOP,True,False,False,630
always_repeat,180,3679,ACCEPTED,0.31728074845677895,STOP,True,False,False,630
always_switch,180,3679,ACCEPTED,0.31728074845677895,STOP,True,False,False,630
frozen_status_rule,180,3679,ACCEPTED,0.31728074845677895,STOP,True,False,False,630
zero_progress_rule,180,3679,ACCEPTED,0.31728074845677895,STOP,True,False,False,630
oracle_second,180,3679,ACCEPTED,0.31728074845677895,STOP,True,False,False,630
single_retry,182,3681,INCONCLUSIVE,0.003695512233804682,STOP,False,False,False,1064
always_repeat,182,3681,INCONCLUSIVE,0.003695512233804682,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1145
always_switch,182,3681,INCONCLUSIVE,0.003695512233804682,BOUNDED_PLANAR_COMPENSATION,True,False,True,1155
frozen_status_rule,182,3681,INCONCLUSIVE,0.003695512233804682,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1145
zero_progress_rule,182,3681,INCONCLUSIVE,0.003695512233804682,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1145
oracle_second,182,3681,INCONCLUSIVE,0.003695512233804682,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1145
single_retry,185,3684,ACCEPTED,0.21745179293860517,STOP,True,False,False,795
always_repeat,185,3684,ACCEPTED,0.21745179293860517,STOP,True,False,False,795
always_switch,185,3684,ACCEPTED,0.21745179293860517,STOP,True,False,False,795
frozen_status_rule,185,3684,ACCEPTED,0.21745179293860517,STOP,True,False,False,795
zero_progress_rule,185,3684,ACCEPTED,0.21745179293860517,STOP,True,False,False,795
oracle_second,185,3684,ACCEPTED,0.21745179293860517,STOP,True,False,False,795
single_retry,186,3685,ACCEPTED,0.2136709073287144,STOP,True,False,False,719
always_repeat,186,3685,ACCEPTED,0.2136709073287144,STOP,True,False,False,719
always_switch,186,3685,ACCEPTED,0.2136709073287144,STOP,True,False,False,719
frozen_status_rule,186,3685,ACCEPTED,0.2136709073287144,STOP,True,False,False,719
zero_progress_rule,186,3685,ACCEPTED,0.2136709073287144,STOP,True,False,False,719
oracle_second,186,3685,ACCEPTED,0.2136709073287144,STOP,True,False,False,719
single_retry,190,3689,ACCEPTED,0.1956919730116044,STOP,True,False,False,835
always_repeat,190,3689,ACCEPTED,0.1956919730116044,STOP,True,False,False,835
always_switch,190,3689,ACCEPTED,0.1956919730116044,STOP,True,False,False,835
frozen_status_rule,190,3689,ACCEPTED,0.1956919730116044,STOP,True,False,False,835
zero_progress_rule,190,3689,ACCEPTED,0.1956919730116044,STOP,True,False,False,835
oracle_second,190,3689,ACCEPTED,0.1956919730116044,STOP,True,False,False,835
single_retry,191,3690,ACCEPTED,0.4202181204551235,STOP,True,False,False,641
always_repeat,191,3690,ACCEPTED,0.4202181204551235,STOP,True,False,False,641
always_switch,191,3690,ACCEPTED,0.4202181204551235,STOP,True,False,False,641
frozen_status_rule,191,3690,ACCEPTED,0.4202181204551235,STOP,True,False,False,641
zero_progress_rule,191,3690,ACCEPTED,0.4202181204551235,STOP,True,False,False,641
oracle_second,191,3690,ACCEPTED,0.4202181204551235,STOP,True,False,False,641
single_retry,192,3691,ACCEPTED,0.1395754913124374,STOP,True,False,False,745
always_repeat,192,3691,ACCEPTED,0.1395754913124374,STOP,True,False,False,745
always_switch,192,3691,ACCEPTED,0.1395754913124374,STOP,True,False,False,745
frozen_status_rule,192,3691,ACCEPTED,0.1395754913124374,STOP,True,False,False,745
zero_progress_rule,192,3691,ACCEPTED,0.1395754913124374,STOP,True,False,False,745
oracle_second,192,3691,ACCEPTED,0.1395754913124374,STOP,True,False,False,745
single_retry,195,3694,ACCEPTED,0.27617717315947554,STOP,True,False,False,738
always_repeat,195,3694,ACCEPTED,0.27617717315947554,STOP,True,False,False,738
always_switch,195,3694,ACCEPTED,0.27617717315947554,STOP,True,False,False,738
frozen_status_rule,195,3694,ACCEPTED,0.27617717315947554,STOP,True,False,False,738
zero_progress_rule,195,3694,ACCEPTED,0.27617717315947554,STOP,True,False,False,738
oracle_second,195,3694,ACCEPTED,0.27617717315947554,STOP,True,False,False,738
single_retry,196,3695,ACCEPTED,0.1822615345857605,STOP,True,False,False,679
always_repeat,196,3695,ACCEPTED,0.1822615345857605,STOP,True,False,False,679
always_switch,196,3695,ACCEPTED,0.1822615345857605,STOP,True,False,False,679
frozen_status_rule,196,3695,ACCEPTED,0.1822615345857605,STOP,True,False,False,679
zero_progress_rule,196,3695,ACCEPTED,0.1822615345857605,STOP,True,False,False,679
oracle_second,196,3695,ACCEPTED,0.1822615345857605,STOP,True,False,False,679
single_retry,203,3702,ACCEPTED,0.08021607186146498,STOP,True,False,False,690
always_repeat,203,3702,ACCEPTED,0.08021607186146498,STOP,True,False,False,690
always_switch,203,3702,ACCEPTED,0.08021607186146498,STOP,True,False,False,690
frozen_status_rule,203,3702,ACCEPTED,0.08021607186146498,STOP,True,False,False,690
zero_progress_rule,203,3702,ACCEPTED,0.08021607186146498,STOP,True,False,False,690
oracle_second,203,3702,ACCEPTED,0.08021607186146498,STOP,True,False,False,690
single_retry,206,3705,ACCEPTED,0.17082627112624765,STOP,True,False,False,888
always_repeat,206,3705,ACCEPTED,0.17082627112624765,STOP,True,False,False,888
always_switch,206,3705,ACCEPTED,0.17082627112624765,STOP,True,False,False,888
frozen_status_rule,206,3705,ACCEPTED,0.17082627112624765,STOP,True,False,False,888
zero_progress_rule,206,3705,ACCEPTED,0.17082627112624765,STOP,True,False,False,888
oracle_second,206,3705,ACCEPTED,0.17082627112624765,STOP,True,False,False,888
single_retry,209,3708,ACCEPTED,0.17856083660578337,STOP,True,False,False,647
always_repeat,209,3708,ACCEPTED,0.17856083660578337,STOP,True,False,False,647
always_switch,209,3708,ACCEPTED,0.17856083660578337,STOP,True,False,False,647
frozen_status_rule,209,3708,ACCEPTED,0.17856083660578337,STOP,True,False,False,647
zero_progress_rule,209,3708,ACCEPTED,0.17856083660578337,STOP,True,False,False,647
oracle_second,209,3708,ACCEPTED,0.17856083660578337,STOP,True,False,False,647
single_retry,211,3710,REJECTED,-0.059660255457979317,STOP,False,False,False,1064
always_repeat,211,3710,REJECTED,-0.059660255457979317,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1298
always_switch,211,3710,REJECTED,-0.059660255457979317,BOUNDED_PLANAR_COMPENSATION,False,True,True,1564
frozen_status_rule,211,3710,REJECTED,-0.059660255457979317,BOUNDED_PLANAR_COMPENSATION,False,True,True,1564
zero_progress_rule,211,3710,REJECTED,-0.059660255457979317,BOUNDED_PLANAR_COMPENSATION,False,True,True,1564
oracle_second,211,3710,REJECTED,-0.059660255457979317,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1298
single_retry,217,3716,ACCEPTED,0.1684797560724065,STOP,True,False,False,624
always_repeat,217,3716,ACCEPTED,0.1684797560724065,STOP,True,False,False,624
always_switch,217,3716,ACCEPTED,0.1684797560724065,STOP,True,False,False,624
frozen_status_rule,217,3716,ACCEPTED,0.1684797560724065,STOP,True,False,False,624
zero_progress_rule,217,3716,ACCEPTED,0.1684797560724065,STOP,True,False,False,624
oracle_second,217,3716,ACCEPTED,0.1684797560724065,STOP,True,False,False,624
single_retry,218,3717,ACCEPTED,0.35542789302168304,STOP,True,False,False,690
always_repeat,218,3717,ACCEPTED,0.35542789302168304,STOP,True,False,False,690
always_switch,218,3717,ACCEPTED,0.35542789302168304,STOP,True,False,False,690
frozen_status_rule,218,3717,ACCEPTED,0.35542789302168304,STOP,True,False,False,690
zero_progress_rule,218,3717,ACCEPTED,0.35542789302168304,STOP,True,False,False,690
oracle_second,218,3717,ACCEPTED,0.35542789302168304,STOP,True,False,False,690
single_retry,219,3718,REJECTED,-0.07006081307891021,STOP,False,False,False,1064
always_repeat,219,3718,REJECTED,-0.07006081307891021,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1281
always_switch,219,3718,REJECTED,-0.07006081307891021,BOUNDED_PLANAR_COMPENSATION,False,True,True,1564
frozen_status_rule,219,3718,REJECTED,-0.07006081307891021,BOUNDED_PLANAR_COMPENSATION,False,True,True,1564
zero_progress_rule,219,3718,REJECTED,-0.07006081307891021,BOUNDED_PLANAR_COMPENSATION,False,True,True,1564
oracle_second,219,3718,REJECTED,-0.07006081307891021,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1281
single_retry,223,3722,ACCEPTED,0.11269646512757525,STOP,True,False,False,655
always_repeat,223,3722,ACCEPTED,0.11269646512757525,STOP,True,False,False,655
always_switch,223,3722,ACCEPTED,0.11269646512757525,STOP,True,False,False,655
frozen_status_rule,223,3722,ACCEPTED,0.11269646512757525,STOP,True,False,False,655
zero_progress_rule,223,3722,ACCEPTED,0.11269646512757525,STOP,True,False,False,655
oracle_second,223,3722,ACCEPTED,0.11269646512757525,STOP,True,False,False,655
single_retry,224,3723,ACCEPTED,0.03425974582689487,STOP,True,False,False,868
always_repeat,224,3723,ACCEPTED,0.03425974582689487,STOP,True,False,False,868
always_switch,224,3723,ACCEPTED,0.03425974582689487,STOP,True,False,False,868
frozen_status_rule,224,3723,ACCEPTED,0.03425974582689487,STOP,True,False,False,868
zero_progress_rule,224,3723,ACCEPTED,0.03425974582689487,STOP,True,False,False,868
oracle_second,224,3723,ACCEPTED,0.03425974582689487,STOP,True,False,False,868
single_retry,227,3726,ACCEPTED,0.23883098032036704,STOP,True,False,False,648
always_repeat,227,3726,ACCEPTED,0.23883098032036704,STOP,True,False,False,648
always_switch,227,3726,ACCEPTED,0.23883098032036704,STOP,True,False,False,648
frozen_status_rule,227,3726,ACCEPTED,0.23883098032036704,STOP,True,False,False,648
zero_progress_rule,227,3726,ACCEPTED,0.23883098032036704,STOP,True,False,False,648
oracle_second,227,3726,ACCEPTED,0.23883098032036704,STOP,True,False,False,648
single_retry,228,3727,INCONCLUSIVE,0.03583436706342319,STOP,False,False,False,1064
always_repeat,228,3727,INCONCLUSIVE,0.03583436706342319,INDEPENDENT_STOCHASTIC_RETRY,False,True,True,1564
always_switch,228,3727,INCONCLUSIVE,0.03583436706342319,BOUNDED_PLANAR_COMPENSATION,True,False,True,1198
frozen_status_rule,228,3727,INCONCLUSIVE,0.03583436706342319,INDEPENDENT_STOCHASTIC_RETRY,False,True,True,1564
zero_progress_rule,228,3727,INCONCLUSIVE,0.03583436706342319,INDEPENDENT_STOCHASTIC_RETRY,False,True,True,1564
oracle_second,228,3727,INCONCLUSIVE,0.03583436706342319,BOUNDED_PLANAR_COMPENSATION,True,False,True,1198
single_retry,229,3728,ACCEPTED,0.2245851499820914,STOP,True,False,False,695
always_repeat,229,3728,ACCEPTED,0.2245851499820914,STOP,True,False,False,695
always_switch,229,3728,ACCEPTED,0.2245851499820914,STOP,True,False,False,695
frozen_status_rule,229,3728,ACCEPTED,0.2245851499820914,STOP,True,False,False,695
zero_progress_rule,229,3728,ACCEPTED,0.2245851499820914,STOP,True,False,False,695
oracle_second,229,3728,ACCEPTED,0.2245851499820914,STOP,True,False,False,695
single_retry,230,3729,ACCEPTED,0.13976893317546585,STOP,True,False,False,635
always_repeat,230,3729,ACCEPTED,0.13976893317546585,STOP,True,False,False,635
always_switch,230,3729,ACCEPTED,0.13976893317546585,STOP,True,False,False,635
frozen_status_rule,230,3729,ACCEPTED,0.13976893317546585,STOP,True,False,False,635
zero_progress_rule,230,3729,ACCEPTED,0.13976893317546585,STOP,True,False,False,635
oracle_second,230,3729,ACCEPTED,0.13976893317546585,STOP,True,False,False,635
single_retry,231,3730,INCONCLUSIVE,0.22745079248934075,STOP,False,False,False,1064
always_repeat,231,3730,INCONCLUSIVE,0.22745079248934075,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1145
always_switch,231,3730,INCONCLUSIVE,0.22745079248934075,BOUNDED_PLANAR_COMPENSATION,False,True,True,1564
frozen_status_rule,231,3730,INCONCLUSIVE,0.22745079248934075,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1145
zero_progress_rule,231,3730,INCONCLUSIVE,0.22745079248934075,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1145
oracle_second,231,3730,INCONCLUSIVE,0.22745079248934075,INDEPENDENT_STOCHASTIC_RETRY,True,False,True,1145
